EicCode;EicDisplayName;EicLongName;EicParent;EicResponsibleParty;EicStatus;MarketParticipantPostalCode;MarketParticipantIsoCountryCode;MarketParticipantVatCode;EicTypeFunctionList;type
18W0000000007KIW;EZKAC01;EZKAC01;;18X0000000007DUF;Active;;;;Production Unit;W
18W0000000007NVY;FXRSPREF;FXRSPREF;18W00000000079YX;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000007NWW;ESBUC01F;ESBUC01F;18W0000000005WMX;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000007PIH;JOINC01F;JOINC01F;18W00000000022QG;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000007PKD;FYTERSAF;FYTERSAF;18W0000000007AJN;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000007VMS;TIRCC01F;TIRCC01F;18W00000000056YD;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008029;NATWC01F;NATWC01F;18W0000000007AOD;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000816Z;GAUDAX;UNIDAD GENERICA;;18XAUDAX-12345-J;Active;;;;Production Unit;W
18W00000000084I2;ANIMC01;ANIMC01;;18X0000000006BIC;Active;;;;Production Unit;W
18W00000000086QH;SILOC01;HOTEL SANTO DOMINGO DE SILOS;;18X0000000006PEF;Active;;;;Production Unit;W
18W0000000008A2G;EMOWE;EMOWE;;18X0000000007SU7;Active;;;;Production Unit;W
18W0000000008A3E;PEVALI;PEVALI;18W0000000008A2G;18X0000000007SU7;Active;;;;Generation Unit;W
18W0000000008BP4;WEGOC01;UNIDAD WEGO;;18X0000000006YUU;Active;;;;Production Unit;W
18W0000000008BQ2;NOREC01;UNIDAD NORTELECTRICA;;18X0000000006N8X;Active;;;;Production Unit;W
18W0000000008CAV;TGBSC01F;TGBSC01F;18W0000000007IAH;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008CUS;HAPOC01F;HAPOC01F;18W0000000007IBF;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008CVQ;GOIEV01F;GOIEV01F;18W0000000007JZ1;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008CWO;HXRSPREF;HXRSPREF;18W00000000079ZV;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008EL3;QENEC01;QUASAR ENERGIA;;18X0000000007UJN;Active;;;;Production Unit;W
18W0000000008FRP;SESACOG;COGENERACION;;18XSHELL-1234-3C;Active;;;;Production Unit;W
18W0000000008G6R;LOREC01;LOREN;;18X0000000006ZO2;Active;;;;Production Unit;W
18W0000000008G7P;BSGEC01;BSGEA;;18X00000000079AU;Active;;;;Production Unit;W
18W0000000008HUD;GAUDAXF;GAUDAXF;18W000000000816Z;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008IE5;VIRTC01;VIRTUS GLOBAL ENERGY;;18X0000000007V2H;Active;;;;Production Unit;W
18W0000000008L6C;QENEC01F;QENEC01F;18W0000000008EL3;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008NER;ASIEC01;ADQUISICIN DE ENERGA;;18XASIE-123456-S;Active;;;;Production Unit;W
18W0000000008NFP;EYOLPOP;EOLICA VIURE DLAIRE;;18XGESTE-12345-N;Active;;;;Production Unit;W
18W0000000008NGN;EOLPOP;EOL_POP;;18XGESTE-12345-N;Active;;;;Generation Unit;W
18W0000000008QQV;TOFGE;TOFGE PINARES;;18X0000000005KZT;Active;;;;Production Unit;W
18W0000000008QRT;TRAFO;FOTOVOLTAICA DE LOS PINARES, S.L.U;18W0000000008QQV;18X0000000005KZT;Active;;;;Generation Unit;W
18W0000000008SEC;WEGOC01F;WEGOC01F;18W0000000008BP4;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000008U2U;ARANC01;ARAN ENERGIA;;18X00000000082U7;Active;;;;Production Unit;W
18W0000000008Z2F;SILOC01F;SILOC01F;18W00000000086QH;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000906Y;DETCD01;DETCD01;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W000000000907W;SEXTC01;SERVICIO EXTREMEÑO DE SALUD;;18X0000000008GQA;Active;;;;Production Unit;W
18W00000000091AN;GOIEV02;UP GOIENER REPRE VENTA SOLAR;;18XGOIEN-12345-8;Active;;;;Production Unit;W
18W00000000092FA;BSGEC01F;BSGEC01F;18W0000000008G7P;10XES-REE------E;Active;;;;Generation Unit;W
18W00000000093KY;VNLSC01;ELECTRICA DE VINALESA SCV;;18XVINAL-1234--H;Active;;;;Production Unit;W
18W000000000943S;AIREC01;COMERCIALIZADORES;;18X000000000572N;Active;;;;Production Unit;W
18W00000000095RE;FORZC01F;FORZC01F;18W000000000795H;10XES-REE------E;Active;;;;Generation Unit;W
18W00000000097ZT;NEOAC01;NEOWATIO SL;;18X0000000008XEK;Active;;;;Production Unit;W
18W000000000993D;ARANC01F;ARANC01F;18W0000000008U2U;10XES-REE------E;Active;;;;Generation Unit;W
18W00000000099P6;EPFV5;FV AGRUP ALCALA;;18XEPLUS-12345-6;Active;;;;Generation Unit;W
18W00000000099Q4;EPFV6;FV AGRUP CALANAS1;;18XEPLUS-12345-6;Active;;;;Generation Unit;W
18W00000000099R2;EPFV7;FV AGRUP CALANAS2;;18XEPLUS-12345-6;Active;;;;Generation Unit;W
18W0000000009F6Q;ISLAC01;COMERCIALIZADORA;;18X0000000009BBE;Active;;;;Production Unit;W
18W0000000009HY1;PASAC01;PASAPESCA SA;;18X00000000090TB;Active;;;;Production Unit;W
18W0000000009IIU;CVICC01F;CVICC01F;18W0000000005DB1;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000009IJS;EZKAC01F;EZKAC01F;18W0000000007KIW;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000009KR6;GOIEV03;UP VENTA REPRE LIZAR HIDRO;;18XGOIEN-12345-8;Active;;;;Production Unit;W
18W0000000009NIF;SCRUC01F;SCRUC01F;18WALCOASPREFUCO;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000009NJD;DETCD01F;DETCD01F;18W000000000906Y;10XES-REE------E;Active;;;;Generation Unit;W
18W0000000009REB;R106189;DAGANZO;;18XNEXU-12345-1F;Active;;;;Generation Unit;W
18W0000000009RF9;R107767;ISF MECO;;18XNEXU-12345-1F;Active;;;;Generation Unit;W
18W0000000009SI0;IBSEC01;IBSEN COMERCIALIZADORA;;18X0000000009KQV;Active;;;;Production Unit;W
18W0000000009T3R;TFASESA;TFASESA;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W0000000009TNO;TTORIO;18W0000000009TNO;;18XEGLE-12345-1U;Active;;;;Production Unit;W
18W0000000009UQF;IENRC01;COMERCIAENERGIANORTECORU;;18X0000000008F2O;Active;;;;Production Unit;W
18W0000000009VA7;R62163;ACACIA MADRIDEJOS;;18XNEXU-12345-1F;Active;;;;Generation Unit;W
18W0000000009VB5;FMADRIJ;UP MADRIDEJOS;;18XNEXU-12345-1F;Active;;;;Production Unit;W
18W0000000009VU4;EHILC01;HELIA UP;;18X0000000009ENI;Active;;;;Production Unit;W
18W0000000009WYU;FERVENZAS;FERVENZAS;;18XECYR-12345-1R;Active;;;;Generation Unit;W
18W0000000009YMB;TTINTS;18W0000000009YMB;;18XEGLE-12345-1U;Active;;;;Production Unit;W
18W0000000009YN9;MAGOSA;MAGOSA;;18XEGLE-12345-1U;Active;;;;Generation Unit;W
18W0000000009Z71;VALPC2;VALPC2;18WTVCOMAT-123-K;18XVCOMA-12345-2;Active;;;;Generation Unit;W
18W0000000009ZQ0;TPAPRI;18W0000000009ZQ0;;18XEGLE-12345-1U;Active;;;;Production Unit;W
18W000000000A0UJ;FVGNRA;SOLARES MAYOR 1;;18XGNRA-12345-15;Active;;;;Production Unit;W
18W000000000A1Y8;EGASUR;EGASUR;;18XVIEE-12345-36;Active;;;;Production Unit;W
18W000000000A46I;FYAMEF;FYAMEF;18WFYAME-12345-4;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000A5U4;IENRC01F;IENRC01F;18W0000000009UQF;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000A6FV;HERMC01;HERMAPINCO SL;;18X0000000009O2U;Active;;;;Production Unit;W
18W000000000A6YU;HELEC01;UP01 HELIOELEC;;18X0000000008WVQ;Active;;;;Production Unit;W
18W000000000A7IM;IBGCVX1;UNID PORF IBGES COMERC VENT;;18XIBGES-12345-4;Active;;;;Production Unit;W
18W000000000A7JK;IBGCCX1;UNID PORF IBGES COMERC COMPRA;;18XIBGES-12345-4;Active;;;;Production Unit;W
18W000000000A7KI;IBGPCX1;PROD PORF IBGES COMERC COMPR;;18XIBGES-12345-4;Active;;;;Production Unit;W
18W000000000A7LG;IBGPVX1;PROD PORF IBGES COMERC VENTA;;18XIBGES-12345-4;Active;;;;Production Unit;W
18W000000000A82E;SYNEC01;SYNERGY;;18X0000000009OMR;Active;;;;Production Unit;W
18W000000000A83C;ICUPVX1;UNID PORF IBCUR VENTA;;18XIBCUR-12345-8;Active;;;;Production Unit;W
18W000000000A84A;ICUPCX1;UNID PORF IBCUR COMPRA;;18XIBCUR-12345-8;Active;;;;Production Unit;W
18W000000000A8MB;SEXTC01F;SEXTC01F;18W000000000907W;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000A8R1;ALPXC01;ALPEX IBERICA DE ENERGIASL;;18X0000000008VQ2;Active;;;;Production Unit;W
18W000000000ABFG;SESBIO7;BIOGAS ECOPARQUE;;18XSHELL-1234-3C;Active;;;;Production Unit;W
18W000000000ABYF;ECOTOL;BIOGAS;;18XSHELL-1234-3C;Active;;;;Generation Unit;W
18W000000000ABZD;EGLPCX1;PORFOLIO COMPRA GENERAC;;18XEGLE-12345-1U;Active;;;;Production Unit;W
18W000000000AC06;EGLPVX1;PORFOLIO VENTA GENER;;18XEGLE-12345-1U;Active;;;;Production Unit;W
18W000000000AD5U;EGLPCX1F;EGLPCX1F;18W000000000ABZD;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AD6S;EGLPVX1F;EGLPVX1F;18W000000000AC06;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000ADMX;ICUPVX1F;ICUPVX1F;18W000000000A83C;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000ADNV;ICUPCX1F;ICUPCX1F;18W000000000A84A;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AEQM;ANIMC01F;ANIMC01F;18W00000000084I2;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AERK;NEOAC01F;NEOAC01F;18W00000000097ZT;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AFAE;IBGCVX1F;IBGCVX1F;18W000000000A7IM;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AFBC;IBGCCX1F;IBGCCX1F;18W000000000A7JK;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AFUB;IBGPVX1F;IBGPVX1F;18W000000000A7LG;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AFV9;IBGPCX1F;IBGPCX1F;18W000000000A7KI;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AGE3;GNRPCX1;GNRPCX1;;18XGNRA-12345-15;Active;;;;Production Unit;W
18W000000000AGF1;GNRPVX1;GNRPVX1;;18XGNRA-12345-15;Active;;;;Production Unit;W
18W000000000AI2L;FRODRIG;DON_RODRIGO;;18XGESTE-12345-N;Active;;;;Generation Unit;W
18W000000000AI3J;FDRODRI;FVDRODRIGO;;18XGESTE-12345-N;Active;;;;Production Unit;W
18W000000000AIMI;IBSEC01F;IBSEC01F;18W0000000009SI0;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AKBY;NOREC01F;NOREC01F;18W0000000008BQ2;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AOQT;LAUCCX1;PORFOLIO COMPRA COMER;;18XLAUEI-12345-O;Active;;;;Production Unit;W
18W000000000AORR;LAUCVX1;PORFOLIO VENTA COMER;;18XLAUEI-12345-O;Active;;;;Production Unit;W
18W000000000APAL;R111364;FV MISTRAL;;18XDREUA-12345-C;Active;;;;Generation Unit;W
18W000000000APUI;LAUCVX1F;LAUCVX1F;18W000000000AORR;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000APVG;LAUCCX1F;LAUCCX1F;18W000000000AOQT;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AQEA;FLAMC01;FLAMAGAS LLINARS SLU;;18X000000000AJ7V;Active;;;;Production Unit;W
18W000000000ARJY;GOIEV02F;GOIEV02F;18W00000000091AN;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000ARMS;CAMCC01F;CAMCC01F;18W00000000053M9;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AS2S;VIRTC01F;VIRTC01F;18W0000000008IE5;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000AS3Q;IRISC01;IRIS ENERGIA EFICIENTE SA;;18X0000000008IYP;Active;;;;Production Unit;W
18W000000000ASMP;CEPEC01F;CEPEC01F;18W00000000079GW;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000ATQE;REQUEIXO;CH REQUEIXO;;18XECYR-12345-1R;Active;;;;Generation Unit;W
18W000000000AVYT;ORWEC01;COMERCIALIZACION 1;;18X0000000008XZF;Active;;;;Production Unit;W
18W000000000AXN8;EURCC01;EURCO_COMPRAS;;18X0000000006LIJ;Active;;;;Production Unit;W
18W000000000AY62;TIGTUR;DDP TURGANO;;18XIGNIS-12345-C;Active;;;;Production Unit;W
18W000000000AYRY;REPFOTV;REPFOTV;;18XINER1-12345-W;Active;;;;Production Unit;W
18W000000000AZVN;NOCASTR;NOVO CASTRELO;18WH1FERRO-123-D;18XFERRG-1234-1Q;Active;;;;Generation Unit;W
18W000000000AZWL;FERVE2;FERVENZA II;18WH1FERRO-123-D;18XFERRG-1234-1Q;Active;;;;Generation Unit;W
18W000000000B0EA;ECVIL;ENERGIA EÓLICA CEFIRO SL;18WEFGNRA-1234-X;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000B0F8;ENVIL;ENERGIA EOLICA NOTO SLU;18WEFGNRA-1234-X;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000B0Y7;GNRPVX1F;GNRPVX1F;18W000000000AGF1;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000B0Z5;GNRPCX1F;GNRPCX1F;18W000000000AGE3;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000B1JY;HELEC01F;HELEC01F;18W000000000A6YU;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000B38D;F1DREUA;UP RD 413-2014 FV SUP 1MW;;18XDREUA-12345-C;Active;;;;Production Unit;W
18W000000000B3QE;LUVOC01F;LUVOC01F;18WLUVOC01-123-Y;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000B3RC;EHILC01F;EHILC01F;18W0000000009VU4;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000B4A6;EYCEC01F;EYCEC01F;18W0000000005XMU;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000B4U3;EDARCOG;EDARCOG;;18XDETI-12345-1D;Active;;;;Generation Unit;W
18W000000000B6IL;MUXIA1;MUXIA1;;18XEDPRE-12345-3;Active;;;;Generation Unit;W
18W000000000B6JJ;MUXIA2;MUXIA2;;18XEDPRE-12345-3;Active;;;;Generation Unit;W
18W000000000B7MA;NVARRA;NVARRA;;18XGESTE-12345-N;Active;;;;Generation Unit;W
18W000000000B7N8;FNAVAR;FNAVARRA;;18XGESTE-12345-N;Active;;;;Production Unit;W
18W000000000BAYE;TBRIL;18W000000000BAYE;;18XEGLE-12345-1U;Active;;;;Production Unit;W
18W000000000BBI6;LAGARES;LAGARES;;18XNEXU-12345-1F;Active;;;;Generation Unit;W
18W000000000BCMW;FYBSG;FYBSG;;18X00000000079AU;Active;;;;Production Unit;W
18W000000000BD6O;ALPXC01F;ALPXC01F;18W000000000A8R1;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BEUA;DUFEC01;DUFEC01;;12X-0000001848-D;Active;;;;Production Unit;W
18W000000000BFZY;IBECC01F;IBECC01F;18W0000000007JY3;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BG0R;VNLSC01F;VNLSC01F;18W00000000093KY;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BGJQ;DIVIC01;UP DIVICONSULTING;;18X0000000004S7S;Active;;;;Production Unit;W
18W000000000BH2K;PASAC01F;PASAC01F;18W0000000009HY1;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BKEO;BRR1X;CONSUMOS AUX CT LOS BARRIOS;;18XVIEG-12345-0T;Active;;;;Production Unit;W
18W000000000BKFM;PNN3X;CONSUMOS AUXILIARES CT PUENTE NUEVO;;18XVIEG-12345-0T;Active;;;;Production Unit;W
18W000000000BKZJ;BECVH01;BEC VENDA HIDRAULICA;;18XBECO-12345-3E;Active;;;;Production Unit;W
18W000000000BLID;FYBSGF;FYBSGF;18W000000000BCMW;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BLJB;GOIEV03F;GOIEV03F;18W0000000009KR6;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BOAK;IBREC01;PRIMERA UNIDAD DE PROGRAMACION;;18X000000000A5AU;Active;;;;Production Unit;W
18W000000000BR2R;CLIWI10;EOLICA T10 MAS DE 1 MW;;18XCLIDM-12345-4;Active;;;;Production Unit;W
18W000000000BR4N;CLIH41000;H4 T10;;18XCLIDM-12345-4;Active;;;;Production Unit;W
18W000000000BR5L;CLIH402;H4 T2;;18XCLIDM-12345-4;Active;;;;Production Unit;W
18W000000000BR8F;CLIFV10;FV MAYOR 1MW;;18XCLIDM-12345-4;Active;;;;Production Unit;W
18W000000000BS6G;WI1001;UF WI T10;18W000000000BR2R;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BSKP;H41001;H4 T10 001;18W000000000BR4N;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BUEV;FV1001;FV T10 UF 001;18W000000000BR8F;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BUFT;FV1002;FV T10 UF 002;18W000000000BR8F;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BUGR;FV1003;FV T10 UF 003;18W000000000BR8F;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BUHP;FV1004;FV T10 UF 004;18W000000000BR8F;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BULH;FV1008;FV T10 UF 008;18W000000000BR8F;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BUMF;FV1009;FV T10 UF 009;18W000000000BR8F;18XCLIDM-12345-4;Active;;;;Generation Unit;W
18W000000000BVJI;FLAMC01F;FLAMC01F;18W000000000AQEA;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000BWM9;FYSESPV;FOTOVOLTAICA AGRUPACION;;18XSHELL-1234-3C;Active;;;;Production Unit;W
18W000000000BYUO;TIGALT;DDP ALTORRICON;;18XIGNIS-12345-C;Active;;;;Production Unit;W
18W000000000BZEG;MATAT;EXIOM PV PLANT 1, SL;18W000000000A0UJ;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000C12R;HYDRO1;HYDRO1;;18XEPYM-12345-3S;Active;;;;Production Unit;W
18W000000000C3A5;BRR1XF;BRR1XF;18W000000000BKEO;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000C3B3;PNN3XF;PNN3XF;18W000000000BKFM;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000C5IK;OLIVC01;OLIVIA C01;;18X000000000B73Y;Active;;;;Production Unit;W
18W000000000C63A;LLARC01;CASTELLAR VIDRIO;;18X000000000BJUI;Active;;;;Production Unit;W
18W000000000C761;DETCD02;DETCD02;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W000000000C78Y;DETCD03;DETCD03;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W000000000C79W;DETCD04;DETCD04;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W000000000C7AU;DETCD05;DETCD05;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W000000000C7BS;DETCD06;DETCD06;;18XDETI-12345-1D;Active;;;;Production Unit;W
18W000000000C7QZ;EREGPE1;ENEL GREEN POWER ESPAÑA, S.L.;;18XECYR-12345-1R;Active;;;;Production Unit;W
18W000000000C8AR;EGMALP;EGMALP;;18XVIEE-12345-36;Active;;;;Production Unit;W
18W000000000C9EG;REPRC01;REPRC01;;18XREPP-12345-0T;Active;;;;Production Unit;W
18W000000000C9FE;FYSESPVF;FYSESPVF;18W000000000BWM9;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000C9YD;EOTRL;ENERGIA EOLICA TERRAL;;18X000000000C8UA;Active;;;;Production Unit;W
18W000000000C9ZB;VJATR;ENERGIA EOLICA TERRAL SLU;18W000000000C9YD;18X000000000C8UA;Active;;;;Generation Unit;W
18W000000000CDU9;KONYC01;KONERY EFICIENCIA ENERGTICA SL;;18XKONRY-12345-5;Active;;;;Production Unit;W
18W000000000CDV7;CAC01;FABRICAS DE CAL;;18X000000000BUYE;Active;;;;Production Unit;W
18W000000000CFIR;IBREC01F;IBREC01F;18W000000000BOAK;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CG2J;GAIAC01;GAIA COMERCIALIZADORA;;18XGGLOB-12345-5;Active;;;;Production Unit;W
18W000000000CGMG;IRISC01F;IRISC01F;18W000000000AS3Q;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CIAY;T3CEG;TERMICA 1MW EVM;;18XCEG-123456-1F;Active;;;;Production Unit;W
18W000000000CIBW;CPERSAN;COG PERSAN;18W000000000CIAY;18XCEG-123456-1F;Active;;;;Generation Unit;W
18W000000000CJYK;BECVH02;VENDA HIDRAULICA MOLI CARLOT;18W000000000BKZJ;18XBECO-12345-3E;Active;;;;Production Unit;W
18W000000000CNAJ;EURCC01F;EURCC01F;18W000000000AXN8;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000COE8;HPEUSA2;UP SANTA LUCIA;;18XPEUSA-12345-4;Active;;;;Production Unit;W
18W000000000COF6;BACAC01;BACAICOA INDUSTRIAS PLASTICAS;;18X000000000CH6V;Active;;;;Production Unit;W
18W000000000COY5;LACOC01;LA CORRIENTE S COOP;;18X000000000BFEP;Active;;;;Production Unit;W
18W000000000CQMN;REPRC01F;REPRC01F;18W000000000C9EG;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CR7D;DIVIC01F;DIVIC01F;18W000000000BGJQ;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CR8B;SYNEC01F;SYNEC01F;18W000000000A82E;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CR99;ISLAC01F;ISLAC01F;18W0000000009F6Q;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CRQC;TYHCG;VENTA COGENERACIONES Y MICROS;;18XHCG-123456-0D;Active;;;;Production Unit;W
18W000000000CRRA;FYHCG;UP FOTOVOLTAICA HCG;;18XHCG-123456-0D;Active;;;;Production Unit;W
18W000000000CSA4;BECVH02F;BECVH02F;18W000000000CJYK;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CSB2;DETCD02F;DETCD02F;18W000000000C761;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CSC0;DETCD03F;DETCD03F;18W000000000C78Y;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CSDZ;DETCD04F;DETCD04F;18W000000000C79W;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CSEX;DETCD05F;DETCD05F;18W000000000C7AU;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CSFV;DETCD06F;DETCD06F;18W000000000C7BS;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000CSZS;ONSEC01;ONSE;;18X000000000BTUP;Active;;;;Production Unit;W
18W000000000CW60;CHISC01;UP_LACHISTABINA_COMPRAS;;18X0000000006SQJ;Active;;;;Production Unit;W
18W000000000CXBO;OLLEC01;FRANCISCO OLLER SA;;18X000000000CQ2C;Active;;;;Production Unit;W
18W000000000CXDK;SESBIO8;BIOGAS GADOR;;18XSHELL-1234-3C;Active;;;;Production Unit;W
18W000000000CXUN;SESCOG2;COGENERACION GAS TO POWER;;18XSHELL-1234-3C;Active;;;;Production Unit;W
18W000000000CYZA;VISLC01;VISALIA ENERGIA SLU;;18X000000000CAIS;Active;;;;Production Unit;W
18W000000000CZI4;COGFUT_ROMA;BIDONES ROMA;;18XFUTGR-12345-V;Active;;;;Generation Unit;W
18W000000000D3EU;DUFEC01F;DUFEC01F;18W000000000BEUA;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000D3FS;HERMC01F;HERMC01F;18W000000000A6FV;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000D3YR;GALT1;EDAR GALINDO T1;;18XEDARG-12345-2;Active;;;;Generation Unit;W
18W000000000D3ZP;GALT2;EDAR GALINDO T2;;18XEDARG-12345-2;Active;;;;Generation Unit;W
18W000000000D4IJ;EOTMR;EOLICA GN PR;;18XGNRA-12345-15;Active;;;;Production Unit;W
18W000000000D4JH;PECHU;ELECDEY CASTILLA LA MANCHA SA;18W000000000D4IJ;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000D4KF;PEMUR;ELECDEY MURCIA SA;18W000000000D4IJ;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000D4LD;PETAE;ELECDEY TARAZONA SA;18W000000000D4IJ;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000D4MB;POINF;ELECDEY SL;18WHFGNRA-1234-V;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000D4N9;ALMOF;ELECDEY SL;18WHFGNRA-1234-V;18XGNRA-12345-15;Active;;;;Generation Unit;W
18W000000000D5M8;IEORC01;ENERGICDREPRNORTE;;18X0000000008F2O;Active;;;;Production Unit;W
18W000000000D7UN;DETCD07;DETCD07;;18XCEPSA-12345-6;Active;;;;Production Unit;W
18W000000000D7VL;DETCD08;DETCD08;;18XCEPSA-12345-6;Active;;;;Production Unit;W
18W000000000D7WJ;DETCD09;DETCD09;;18XCEPSA-12345-6;Active;;;;Production Unit;W
18W000000000D7XH;DETCD10;DETCD10;;18XCEPSA-12345-6;Active;;;;Production Unit;W
18W000000000D7YF;DETCD11;DETCD11;;18XCEPSA-12345-6;Active;;;;Production Unit;W
18W000000000D7ZD;DETCD12;DETCD12;;18XCEPSA-12345-6;Active;;;;Production Unit;W
18W000000000D8YC;AIREC01F;AIREC01F;18W000000000943S;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000D8ZA;FYHCGF;FYHCGF;18W000000000CRRA;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000D9I4;HPEUSA2F;HPEUSA2F;18W000000000COE8;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000DA4T;TYHCGF;TYHCGF;18W000000000CRQC;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000DBQJ;BEYOC01;UP BEYOC01;;18X0000000008NYA;Active;;;;Production Unit;W
18W000000000DCAB;LLARC01F;LLARC01F;18W000000000C63A;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000DCB9;BPC01F;BPC01F;18WBPC01-1234-2A;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000DEIQ;CRAGC01;COMUNIDAD REGANTES AGUILAS;;18X000000000D2AR;Active;;;;Production Unit;W
18W000000000DEJO;SESBIO8F;SESBIO8F;18W000000000CXDK;10XES-REE------E;Active;;;;Generation Unit;W
18W000000000DF2I;ELEIC01;ELEIA COMPRA;;18X000000000D1QZ;Active;;;;Production Unit;W
18W000000000DG67;RELAC01;RELAX COMPRA;;18X000000000CMQD;Active;;;;Production Unit;W
18W000000000DHAX;EKORC01;ENERKORE COMERCIALIZACION;;18X000000000D7AC;Active;;;;Production Unit;W
